building_id,water_usage_liters,waste_produced_kg,recycled_waste_kg,occupancy_level,temperature_c,humidity_%,cloud_cover_%,wind_speed_kmph,dew_point_c,precipitation_mm,beam_irradiance_wm2,diffuse_irradiance_wm2,reflected_irradiance_wm2,is_peak_hour,day_type,solar_generation_kwh,energy_consumption_kwh,total_energy_saved_kwh,building
B3,872.56242240896,5.346553397821503,13.77156385541618,0.87,26.164167493545865,50.70610790849726,1.8555539069860405,11.304323889761026,-9.221245607667118,2.209817233331808,410.5266607105528,162.84122854222733,40.24005014868475,0,Weekday,28.67,364.33,25.36,green_smart_campus_dataset
B3,786.2412358130005,21.23447050591556,14.24505865296364,0.8,23.991572047817414,21.214214879760256,60.98116579787016,22.126613772916688,-5.24675130507827,3.75756378506912,869.4198013588918,344.8146625411154,66.19652229242539,0,Weekend,60.71,356.91,45.3,green_smart_campus_dataset
B1,633.7897643934787,21.721913276017133,4.426018358331813,0.81,-2.618952125127101,89.57984133895698,92.0806587007812,8.630177520883308,13.069015966491657,1.3224012441065802,965.5626432759976,355.5451477373426,44.79023518386681,0,Weekday,66.06,305.97,55.9,green_smart_campus_dataset
B3,672.2781523670183,24.966394508915915,2.841914292950965,0.37,18.260332384962894,58.04781664113997,10.636413302716562,9.361672228263837,24.22340211983682,6.076135260332347,317.2247693623641,398.6258260649779,74.1090889833663,1,Weekday,35.79,309.41,33.26,green_smart_campus_dataset
B3,606.688437533024,28.31882347650783,5.231873806950279,0.8,0.2075739680320953,53.15415288392267,21.095271925275338,21.509180866798296,-6.098825114576911,7.276731823078335,785.8861035235481,169.95204542229277,98.82803527191578,0,Weekend,47.79,287.81,42.68,green_smart_campus_dataset
B1,438.03876105505645,5.5034462237322455,13.531192418728404,0.78,33.69276688922365,86.82321600528378,37.02294858249735,12.88435826861688,6.168181684366669,4.820768232358788,616.4822952164851,314.614487799937,43.939097153603655,1,Weekday,46.55,245.15,44.95,green_smart_campus_dataset
B3,652.0175942872129,8.844592637830404,14.608748644728836,0.88,27.456300108026248,30.9102257310954,80.87422290211197,13.38622499118586,-3.6777207168363626,2.4583126828997104,128.62663037014846,130.0831512746949,51.63752926806553,1,Weekday,12.94,327.07,11.97,green_smart_campus_dataset
B1,751.1082416400725,27.154282351399825,13.030549314986663,0.33,-0.6110479501151955,33.246632178167374,26.92603164709776,21.52003008330532,16.07627869355572,6.208882691817477,588.6247149396459,268.6786004522502,24.769914125328786,0,Weekday,42.87,335.31,30.8,green_smart_campus_dataset
B2,898.6583326886462,16.462964054675382,2.5402480957856106,0.32,-0.1299200940928635,76.56103243439485,88.20544042787685,12.263168425636833,-5.867938508336504,5.391577233688495,825.3463626904197,296.6948993154932,45.29937572013845,1,Weekend,56.1,373.13,41.16,green_smart_campus_dataset
B3,709.0330831833985,19.11476597333659,14.263991972837104,0.56,18.77895419650476,38.258175601750615,5.495787465006641,17.038938365734882,-1.6055388031688658,1.7118572340371774,348.5105050096239,309.3922423872837,75.41492057116115,0,Weekend,32.9,318.09,29.44,green_smart_campus_dataset
B2,808.8972296345264,21.575680093078685,6.927012382911004,0.4,8.795566966927332,75.9458974404069,94.09566212589348,2.141116646851518,-3.125791132282502,4.056819005021302,907.6254615734148,122.51025900456158,29.566431976821654,0,Weekday,51.51,352.27,39.74,green_smart_campus_dataset
B1,328.0573079636584,21.976665112390936,1.1303440706729515,0.69,-3.603765637075629,39.00734380359518,56.07470778737649,4.465792828172132,9.338192312844228,4.3519709163519495,312.6343661871732,347.05394967366817,26.38486437897063,0,Weekday,32.98,190.29,28.9,green_smart_campus_dataset
B3,569.2459795358319,28.293510082912704,7.193512370474711,0.94,16.665660313322125,22.323134115750104,65.87776784877045,10.10940501790614,20.56144322002213,9.82617753771433,168.82581937964886,197.34015113738965,43.873738628427255,0,Weekend,18.31,279.58,17.17,green_smart_campus_dataset
B1,207.46529586167463,29.923735435291743,1.6449683754565465,0.57,10.513803987433876,56.19103067207012,36.76895225363531,12.370976695496871,7.888157040474649,8.492858321555218,243.94537849560763,125.72933120709426,83.67845371459583,1,Weekend,18.48,188.02,16.13,green_smart_campus_dataset
B2,397.34309161729846,23.003936523273502,8.614290896255646,0.89,-0.9569403051302938,33.7680503888803,78.19942855110604,24.143342530905738,-7.961479152998506,7.343707882735938,853.3025818488265,239.88588093016557,66.12914707403351,0,Weekday,54.66,215.13,45.08,green_smart_campus_dataset
B1,781.1693720904038,12.18053023012877,5.739756384118719,0.3,27.076815690239307,73.04924050527298,16.656625008440606,24.26629082619475,9.718612570889093,8.887770255029475,475.5753271355755,352.17499536242974,96.18214398279456,0,Weekday,41.39,327.3,37.0,green_smart_campus_dataset
B3,993.4479610794908,26.99381005735859,7.628089070316682,0.42,31.60307061115224,64.88397432625037,4.891182527848703,21.27992718696904,17.913234976130326,7.35484405828715,817.2510072594919,388.4807684223398,91.4086391434863,1,Weekday,60.29,420.16,44.8,green_smart_campus_dataset
B3,279.3424796697728,6.23052286351904,9.584385050403638,0.32,25.2637573605652,84.65218675845425,39.551694310755714,7.889970882139363,-5.374533094348705,9.034018551257333,578.1097548906356,311.872737604756,23.60234771409181,1,Weekend,44.5,190.6,40.8,green_smart_campus_dataset
B2,521.1954526890306,10.777021321862405,13.163215341449485,0.53,27.89689240065109,74.8091850086015,85.36957139810394,24.100707270810997,-7.45510749793929,0.5455311487950798,532.5032123149883,51.96801019497685,13.829749714649315,0,Weekday,29.22,247.79,26.56,green_smart_campus_dataset
B1,840.0567749593276,27.434642936592876,10.266622070607,0.94,3.659622690644696,32.654316838850875,75.49268366376947,17.233521616905314,-3.426727785485083,4.560662092669165,826.2218363432188,97.14526616308464,45.91852607752787,0,Weekday,46.17,365.36,39.44,green_smart_campus_dataset
B3,363.2285077031191,11.404787860983872,7.07668415869453,0.37,5.542918036744041,76.01107656653573,51.7155970488958,9.82350319543501,16.113021298756962,7.468983352418336,481.1388505411383,76.69589525360301,56.98715309367756,0,Weekday,27.89,216.31,21.86,green_smart_campus_dataset
B2,644.067959441829,10.516276490543712,12.471989951385112,0.72,3.3411016119675097,64.92159313698163,57.21377471653535,17.54187292461916,10.708814683620057,5.832957966100135,821.8294579597315,85.42481004785967,56.4013553696843,0,Weekend,45.36,297.6,42.61,green_smart_campus_dataset
B3,786.4570368237398,8.45313232850618,13.67814992602385,0.62,25.60253725462256,66.82661492324374,12.989282629875545,0.4130682446631645,8.92081288866121,1.7516616415078667,190.59594846710104,184.0622346069213,22.069654099394977,1,Weekday,18.73,359.0,15.98,green_smart_campus_dataset
B3,692.7883602081432,26.477793941172912,2.6766395300507613,0.96,32.91668315737988,78.25840201791041,84.06815086175821,3.65386705685534,-1.2682036878881089,3.4049208652853427,672.6797339853308,168.47266019001972,21.23356889391493,0,Weekday,42.06,322.95,30.19,green_smart_campus_dataset
B1,350.4197876923329,17.50145647977717,8.44706168573908,0.39,23.673488269356103,60.16768484322581,78.6959682964197,20.74214278890919,1.6282808336400798,3.1777437502669126,732.3283508967862,89.78974344390852,14.217468020128331,1,Weekday,41.11,215.06,40.11,green_smart_campus_dataset
B3,484.3076549485916,21.87233007635387,4.983167436394218,0.45,30.25867059518224,52.6202460047109,65.64703938869427,16.13934092182928,23.805975453016977,2.61346913184336,909.1876565275684,358.78237306498715,86.57739334498604,1,Weekend,63.4,275.77,58.98,green_smart_campus_dataset
B1,827.0334275883177,10.976659601875742,1.6588567702772636,0.32,20.5479637953269,64.56487247511096,46.61910363289385,9.1048675322971,-1.5781170644715008,3.4313555351396605,301.8915268445754,265.39965171632605,95.2969724261361,1,Weekday,28.36,374.52,24.83,green_smart_campus_dataset
B3,643.3812113056133,23.951010525280413,10.359653731595795,0.6,10.506396022351964,40.857020027085134,96.44592682795124,12.51666600556797,21.557589813928097,5.14853288461121,643.7978920835664,328.7621581347571,20.41165181961745,0,Weekday,48.63,275.65,40.41,green_smart_campus_dataset
B2,204.18369083433015,24.00013862405246,13.07879088442916,0.49,12.030464597212209,32.78179917609695,87.90319718764711,22.628553741144174,10.31860265602078,8.54869024783276,489.9309073203007,180.0422860994008,29.181013169420044,0,Weekend,33.5,152.8,33.1,green_smart_campus_dataset
B3,808.7926080224751,12.814950622707505,3.280637162683517,0.91,-1.9871427133038069,63.161148664987245,64.44304935146185,15.789452736977164,-5.684623677006327,7.420326623937563,444.4944899896261,193.5826057006488,18.087659626141928,1,Weekday,31.9,334.73,29.75,green_smart_campus_dataset
B1,228.24908395219128,15.26706582525707,12.373791206734609,0.72,-3.7417121901589567,36.36938583598344,37.18009977172879,9.953732098358255,6.355933235427379,8.352497040162337,196.0421996907617,161.1674236878548,88.97519540267514,0,Weekend,17.86,169.01,15.37,green_smart_campus_dataset
B1,796.5870261849857,10.24225693575502,12.947540269517184,0.73,22.819024167563096,25.59405765426247,61.80222786815124,3.008166434938375,23.19920510763065,8.836037445630863,220.809997535448,203.44931423447187,96.2837860182617,1,Weekend,21.21,339.37,19.0,green_smart_campus_dataset
B2,361.9844481321899,29.414025583072608,13.80076619733077,0.67,12.537155680447224,20.03879292096777,57.544092653066535,7.343670040639025,4.649795934807552,4.161504560976073,853.2896153028817,263.63204182426875,33.56169190488011,1,Weekend,55.85,213.18,43.8,green_smart_campus_dataset
B3,966.458784095504,21.14006442646029,4.713991247204734,0.36,17.08860272218518,62.5823580980047,39.42419878349164,24.458505819914585,20.21852976762768,3.460262840267472,774.7780890930059,222.5444027440845,37.32254469418375,0,Weekend,49.87,401.79,37.84,green_smart_campus_dataset
B3,494.3526010416676,28.363597017887887,13.65534291265845,0.61,17.306449904896652,45.350414843616576,30.667397168807607,10.934076571294437,-1.0249956871902306,0.5762338168416181,444.1070172619905,343.2709521659576,42.64027159716456,0,Weekend,39.37,232.94,30.79,green_smart_campus_dataset
B2,461.5452930704633,12.584638590728328,5.489278566310052,1.0,6.095032533332056,72.66176794714193,40.70107922373224,11.79598659612152,9.982275313013057,9.304916218764344,845.6379232506678,365.0487090134385,55.221738344265816,1,Weekend,60.53,254.46,47.69,green_smart_campus_dataset
B3,319.11044026595573,24.54727282492224,8.732732188377039,0.88,14.035700433179628,46.26234788191717,57.391140603339785,12.464950809925384,19.53482203706908,0.6582301793814394,172.6895663412206,214.38934867865973,71.42148807804341,1,Weekday,19.35,210.67,17.84,green_smart_campus_dataset
B3,444.4833723921719,24.14646609711855,1.7071045916519498,0.93,13.83040886670809,54.02024137667587,42.81348447110944,22.10260057370528,22.224095440939344,7.411355153704704,662.2965253298518,133.9117931220273,55.395152492916175,1,Weekend,39.81,246.48,29.54,green_smart_campus_dataset
B1,901.3206094625604,22.291391296663537,1.6143352371624105,0.88,10.53708884911428,48.49594809707695,26.357448820138384,15.098207109632748,7.003817850295526,3.781083044655872,881.3584474428595,380.8173468107581,95.5901423508617,0,Weekday,63.11,375.58,58.9,green_smart_campus_dataset
B3,997.067470101798,29.14097438167001,11.08522497825084,0.37,27.82701533604282,65.54023537765423,76.09633177608087,17.341925911298052,12.389083575090016,9.487807744991862,854.9778079281244,307.26352506782297,18.99041126693488,0,Weekend,58.11,377.26,49.8,green_smart_campus_dataset
B3,494.64762440547867,14.838883402657888,7.222719691689075,0.46,13.046560147503836,44.92974134104777,53.14674959574129,9.7353385637276,-9.895695422618417,4.19602020934129,435.50448394767386,274.044480118858,81.87449610475568,0,Weekday,35.48,241.95,28.93,green_smart_campus_dataset
B2,558.888504763634,8.267933089743932,4.588093255169046,0.3,19.145780980239515,87.46373549596163,6.767516322559997,0.7271904647243588,-1.137184237031363,8.166083513547164,770.7104677512901,310.8948067683916,40.1034781732124,1,Weekday,54.08,293.64,42.73,green_smart_campus_dataset
B2,777.6567505621896,21.79272148110152,3.665788944348743,0.51,30.820804815233046,85.53028906189711,36.83165056261255,23.27432285607111,-0.2450763688568979,2.826548321636766,484.7213309678898,76.59362383892301,43.97929192778928,0,Weekend,28.07,322.34,23.97,green_smart_campus_dataset
B1,908.9566243720597,23.23274501193016,10.379348872029054,0.38,29.649344914356902,79.36195318600969,88.49134572119935,23.72819202291016,-6.727744592094922,2.990887172438467,856.1243479509544,73.66921467318538,73.79464993392028,1,Weekday,46.49,399.77,36.97,green_smart_campus_dataset
B3,674.4354673494273,19.376514336470365,1.0056216163547582,0.63,30.61688815116661,84.42101894009237,75.52365311999519,23.72882633370128,-0.2106745325058163,5.955194098784342,577.6857551395208,103.5922284033456,93.6439398886941,1,Weekday,34.06,299.88,28.23,green_smart_campus_dataset
B3,513.2205585422635,10.170447328334909,12.282476368755958,0.77,5.800199858600559,51.43977819215737,32.324678394400706,23.592177166167914,1.2392711570348691,9.979826337074735,788.3713441945371,101.60783860418636,74.45807006982191,0,Weekend,44.5,242.26,41.02,green_smart_campus_dataset
B3,530.0974726788991,17.611398541733884,2.1094944858190035,0.91,-3.6007004676774867,57.55012777526445,93.81831520445093,20.381048526739026,23.906811384886765,5.175724179791963,170.71442406250455,197.23466619729157,79.8274517841457,1,Weekday,18.4,264.24,16.34,green_smart_campus_dataset
B1,756.4945171974455,12.804743414228234,3.680854608713672,0.82,5.442671995813168,71.94648147907711,7.660290835821016,17.114901252908172,13.401083319629318,9.363086363932906,631.0233744479765,105.09142879987746,77.5701317942919,1,Weekday,36.81,352.07,34.03,green_smart_campus_dataset
B1,202.5746108834229,15.686663204167226,6.407309534187254,0.96,6.148293824828347,68.73021474569788,96.1234703892189,21.11274795668214,4.910177779572049,7.8624982824872784,595.2557597224047,349.0839754933088,38.88807453853524,1,Weekend,47.22,169.8,43.15,green_smart_campus_dataset
B2,695.6714699678726,21.1304643961166,7.788022356025451,0.34,31.37441306899872,82.34750169238296,24.57050924846757,15.013655975025904,24.581906124342822,7.958643141772349,648.9790495616442,252.33392582480903,78.1237389864023,0,Weekday,45.07,312.29,42.57,green_smart_campus_dataset
B1,484.3944083530859,23.630368567270864,5.969931621395186,0.31,20.969709313518827,70.14317190796868,0.9094180302419264,3.3592403473005907,-4.636868791788608,4.359599891287641,726.0774471240311,178.891663722588,80.60686841978215,1,Weekday,45.25,256.56,34.41,green_smart_campus_dataset
B3,835.3578650216674,10.805617272533578,5.489970309780114,0.76,-1.7318416159108496,89.85192957599224,43.38080365183268,9.780454126035526,6.661791787566958,3.8654225017280064,926.2980730307278,74.36788837884347,58.00602885854615,1,Weekend,50.03,363.95,49.96,green_smart_campus_dataset
B3,274.3925118585057,15.133134016173834,14.49482416902464,0.5,0.4151438404440455,44.39540598821137,35.897042968700866,24.28237279932344,12.64717724671673,1.9192180809081536,807.113873598428,256.8597285856938,58.30806148001347,0,Weekday,53.2,197.54,44.83,green_smart_campus_dataset
B1,670.5618135587124,11.729039274790727,9.98211553740752,0.48,1.2270450216790163,78.30984195675926,53.90890052067938,8.778445339891409,-8.054677793057305,9.639412669836537,297.6741922914142,90.78648720724422,78.37487227562355,1,Weekday,19.42,321.22,17.78,green_smart_campus_dataset
B3,584.778311908899,9.965790346546727,1.328061375143435,0.53,20.216869926756928,68.83443759828648,79.67728605698454,21.69569784328424,15.094960032909157,9.5939361244382,843.3066423628865,310.1270876409122,83.53277760019667,0,Weekend,57.67,265.64,52.09,green_smart_campus_dataset
B3,713.860420724182,24.58468049989596,7.0224627182203845,0.49,24.416561020280124,68.3970511650513,84.24308021504471,2.3302867693717397,-6.504642647730353,7.470677343101828,209.87170985358608,330.9653338603375,40.34758978276034,0,Weekday,27.04,312.63,23.52,green_smart_campus_dataset
B1,251.88287558637467,27.73131736092481,13.250121796415582,0.66,29.38575642261584,42.80849163914992,40.12299996116918,8.35459605938674,-5.090119199011307,2.962524498526695,659.9787271075626,240.3916902859444,82.14059958177616,1,Weekend,45.02,204.83,44.96,green_smart_campus_dataset
